c g $max_lat $min_lat $max_lon $min_lon $center_lat $center_lon
c p #nodes #edges
g track unclassified track
e 352650946 353205557 940.981
f 7.4331882 51.5717582 7.4339017 51.5719104 7.4361801 51.5723974 7.4369311 51.5725746 7.4391295 51.5725231 7.4407991 51.5724844 7.4427955 51.5724379 7.4430881 51.5724248 7.4430778 51.5719793 7.4430728 51.5719088 7.4430485 51.5718427 7.4455164 51.5717189
g unpaved track unclassified track
e 352650946 352650950 236.504
f 7.4331882 51.5717582 7.4330252 51.5717467 7.4319969 51.5716712 7.4312374 51.5716271 7.4305935 51.5715761 7.4301711 51.5715149
g paved track track
e 352650946 9567360648 127.862
f 7.4331882 51.5717582 7.4328898 51.5726061
g
e 352650950 8954340616 17.604
f
g paved track track
e 352650950 8439169128 139.805
f 7.4298308 51.5714142 7.4288301 51.5722817
g path
e 353205557 11262947986 5.272
f
g unclassified
e 356805651 401297189 595.288
f 7.1696982 51.3517267 7.1699729 51.3513709 7.1701071 51.3512267 7.1703634 51.3510158 7.1707541 51.3508355 7.1709885 51.3505644 7.1713745 51.3502889 7.1717935 51.3500419 7.1739527 51.3489477 7.1740246 51.3486644 7.1741762 51.3483115 7.1745067 51.3479849
g track track
e 356805651 356805657 60.896
f 7.1696982 51.3517267 7.1698078 51.3518404 7.1699513 51.3519622
g track track
e 357534997 358076647 379.65400000000005
f 7.3555898 51.4306488 7.3554701 51.4307053 7.3553676 51.4307376 7.3551245 51.430771 7.3549495 51.4307609 7.3547367 51.430705 7.3543895 51.430587 7.3539281 51.4303904 7.353637 51.4302416 7.3535334 51.4301874 7.3534043 51.4301249 7.353141 51.4300493 7.3529061 51.4299936 7.3528173 51.4299697 7.3525638 51.4298659 7.3524375 51.4297783 7.3523063 51.4298478 7.352259 51.4299188 7.3522368 51.4299826 7.3522068 51.4304022 7.3521653 51.4305292 7.3520229 51.4306871
g gravel track path track
e 357903336 392266462 431.997
f 7.4257014 51.5498271 7.425545 51.5497935 7.4254702 51.549776 7.4253619 51.5497488 7.4249996 51.5496823 7.4244388 51.5495788 7.4241403 51.5495223 7.4226731 51.5492529 7.4232009 51.5481559 7.4220643 51.5479476
g cycleway
e 357903336 392266370 290.867
f 7.4257014 51.5498271 7.42572 51.5498306 7.4258248 51.5498498 7.4259926 51.549869 7.426217 51.5498856 7.4264521 51.5498925 7.4270785 51.549893 7.4272692 51.5499231 7.4273327 51.5498282 7.427406 51.5497621 7.4275324 51.5498 7.4283063 51.5498539
g paved
e 358013076 360872480 905.6290000000001
f 7.3527373 51.4262712 7.3530635 51.4262624 7.3534443 51.4262349 7.353541 51.4262651 7.353948 51.4263119 7.3542234 51.4263697 7.3545308 51.4264114 7.3547858 51.4265153 7.354949 51.4265459 7.3550436 51.4265202 7.3550639 51.4264875 7.3550561 51.4264047 7.3546829 51.4259778 7.3545932 51.4258783 7.3547152 51.4256892 7.3546595 51.4255755 7.3545178 51.4254061 7.3545318 51.4253092 7.3546061 51.4252484 7.3546829 51.42525 7.3548234 51.4252662 7.3551629 51.4254239 7.3557232 51.4255008 7.356365 51.4256323 7.3565462 51.4257026 7.3568189 51.4257991 7.3577617 51.4259961 7.3580107 51.4260358 7.3587765 51.426237 7.3591923 51.4263602 7.3597644 51.4265048 7.3598226 51.426531 7.360177 51.4266907 7.3607156 51.4269504 7.3611717 51.4272262 7.3613946 51.4273472 7.3616064 51.4274516 7.3617351 51.4275264 7.3618468 51.4275774
g track path track
e 358013076 534252076 67.183
f 7.3527373 51.4262712 7.352669 51.4262218 7.3523406 51.4260753 7.3520992 51.4260317 7.3519515 51.4260173
g footway
e 358013084 1769336717 334.71200000000005
f 7.3515752 51.4260417 7.3513942 51.4260912 7.351272 51.4261437 7.351142 51.4262234 7.3510375 51.4263088 7.3510103 51.4263559 7.3509987 51.4264035 7.3510304 51.426466 7.3511254 51.4265498 7.3513082 51.4266852 7.351017 51.426714 7.3508687 51.4267496 7.350693 51.426838 7.3505817 51.4269834 7.3505563 51.4270637 7.350515 51.427255 7.350613 51.4274162 7.3509595 51.4278491 7.3513301 51.4282739 7.3513518 51.4282947 7.3514061 51.4283641
g compacted footway
e 358013084 534252076 22.244
f 7.3515752 51.4260417 7.3517177 51.4260282
g footway
e 358076647 358076718 274.668
f 7.3518633 51.430785 7.3524112 51.431181 7.3528174 51.4314348 7.3530697 51.4315891 7.353336 51.4317235 7.3538177 51.4319576 7.3539585 51.4320314 7.3543699 51.4323008
g footway
e 358076692 358076718 193.52700000000002
f 7.3561743 51.4337984 7.3560116 51.4338247 7.3558773 51.4338324 7.355763 51.4338123 7.3556733 51.4337598 7.3554743 51.43349 7.3550829 51.4329594 7.3547783 51.4325859
g rock footway
e 358076718 389504091 304.822
f 7.3547103 51.4324944 7.3544885 51.4324571 7.3540425 51.4324036 7.3537011 51.4323185 7.3531905 51.4321696 7.3525765 51.4320292 7.351783 51.4318212 7.3512609 51.4317315 7.3510307 51.4316747
g compacted footway
e 358085126 382601165 8.002
f
g path
e 358085126 364788393 10.885
f
g compacted path
e 358176709 360872480 200.262
f 7.3601443 51.428673 7.3606775 51.4285208 7.3612037 51.4283807 7.361573 51.4282682 7.3616569 51.4282288 7.3617111 51.4281611 7.3617545 51.4280698 7.3617382 51.4279891 7.3616894 51.4279108 7.3616514 51.4278431 7.3616385 51.4277691 7.3617017 51.4276723 7.3618063 51.4276252
g track track
e 358358236 10650699707 1552.8180000000002
f 7.4252738 51.5553462 7.4256441 51.5552116 7.4261503 51.5550877 7.4264662 51.5550432 7.4268711 51.5550327 7.4276663 51.5550538 7.4279079 51.5550636 7.4298594 51.5551292 7.4318094 51.5551668 7.432991 51.555193 7.4333076 51.5552037 7.43436 51.5552394 7.4345164 51.5552467 7.4349636 51.5552647 7.4354082 51.5552848 7.4357079 51.5553084 7.4358947 51.5553217 7.4360356 51.5553322 7.4369764 51.5554078 7.4371258 51.5554195 7.4374084 51.5554416 7.4385606 51.5555247 7.4391036 51.5555639 7.4401047 51.5556173 7.4405598 51.5556417 7.4415205 51.5556914 7.4421999 51.555714 7.442705 51.5557245 7.4432114 51.5557324 7.4441899 51.5557427 7.4444095 51.555745 7.4445879 51.5557436 7.444818 51.5557419 7.4453164 51.5557384 7.4457424 51.555734 7.4459716 51.5556969 7.4461202 51.5556486 7.4463579 51.5555595 7.4465374 51.555456 7.4467152 51.5552971 7.4467759 51.5552188 7.4468416 51.5550925 7.4468579 51.555049 7.4468742 51.5550055
g secondary
e 360358690 459271730 218.81299999999996
f 7.1414644 51.3989249 7.1413768 51.3988911 7.1411894 51.3988126 7.1406962 51.3986287 7.1403485 51.3984938 7.1399562 51.3983052 7.1397802 51.3982078 7.1397166 51.3981715 7.1395638 51.3980459
g paved track track
e 360641341 1620298069 63.474
f
g
e 360641341 1620297933 425.83700000000005
f 7.1044356 51.5027829 7.1043391 51.5028803 7.104237 51.5028905 7.1041601 51.5028795 7.1034968 51.5026234 7.103383 51.5026365 7.1029738 51.5024845 7.1029276 51.5024185 7.1029509 51.502345 7.1036694 51.5016156 7.1038743 51.5014076 7.1039278 51.5013264 7.1040165 51.5010827 7.1040048 51.5009099 7.1039609 51.5007787 7.1038301 51.5005791 7.1035289 51.5002064
g
e 360772863 1051214236 5.533
f
g path
e 360772863 676202125 4.848
f
g
e 360772863 676202124 11.285
f 7.3977229 51.47374 7.3977949 51.4737679
g secondary
e 360772896 676745858 495.273
f 7.4040301 51.4714018 7.4038144 51.4714193 7.4035398 51.4714101 7.4029811 51.471312 7.4026362 51.4712339 7.4020217 51.4710873 7.4016101 51.4709942 7.4011332 51.4709925 7.4008106 51.4711383 7.4000639 51.4716482 7.3996462 51.4719814 7.3994111 51.4722679 7.399111 51.4725757 7.3989079 51.4728004
g track track
e 360872480 364788530 350.724
f 7.3619457 51.4276038 7.3620722 51.4276041 7.3621934 51.4275694 7.3625123 51.4274998 7.3627048 51.4274724 7.3628991 51.4274584 7.3633487 51.4274544 7.3637576 51.4275929 7.3641896 51.4276986 7.3646791 51.4277828 7.3649051 51.4277906 7.3652466 51.4277338 7.3656693 51.4276752 7.3660796 51.4276413 7.3664241 51.4276029 7.3666221 51.4275095
g track track
e 360899136 389504099 963.7719999999999
f 7.3719033 51.417825 7.3717232 51.4179609 7.3716853 51.4181205 7.3713219 51.4183887 7.3713032 51.4185285 7.3711912 51.4186566 7.3710044 51.418843 7.370946 51.4190603 7.3706143 51.4195687 7.3706522 51.4198288 7.3705655 51.4200068 7.3704342 51.4207981 7.3702257 51.4212296 7.3696759 51.4220098 7.3695932 51.4222074 7.3696032 51.4222362 7.3696133 51.4224354 7.3696553 51.4226131 7.3697674 51.4227645 7.3699031 51.4228662 7.3699942 51.4228878 7.3700911 51.4229003 7.3700283 51.4229715 7.3699128 51.4230618 7.3694572 51.4232011 7.3693488 51.4232073 7.3691876 51.4232239 7.3690747 51.4232302 7.3689671 51.4232311 7.3673844 51.4232083 7.3672994 51.4232334 7.3672597 51.4232726 7.3668146 51.4231282 7.3665007 51.4230284 7.3661853 51.4229628 7.3659321 51.4228865 7.3656643 51.4228493
g gravel track path track
e 360899136 6518899959 314.733
f 7.3719033 51.417825 7.3706516 51.4174279 7.3701032 51.4172265 7.3699606 51.4171988 7.369851 51.417173 7.3697056 51.4171636 7.369362 51.417252 7.3692663 51.4172651 7.3691739 51.4172777 7.3689351 51.4173039 7.368702 51.4173529 7.3686227 51.4173878 7.3681324 51.4176033 7.3678998 51.4176654
g paved
e 360903508 360903532 369.652
f 7.3968919 51.4282653 7.3969711 51.4279244 7.3971665 51.4275601 7.3971487 51.4273841 7.3970422 51.4272114 7.3973405 51.4266844 7.3977737 51.4260289 7.398024 51.425736
g path
e 360903508 418040433 96.688
f 7.3968919 51.4282653 7.3957046 51.4280406
g compacted track track
e 360903532 472289135 1146.352
f 7.3984617 51.425163 7.3983006 51.4251273 7.3980239 51.4251036 7.3977807 51.4250705 7.3974956 51.4249903 7.3971482 51.4248264 7.3969256 51.4247076 7.3964021 51.4245321 7.3958661 51.4243628 7.3954778 51.4242424 7.3952127 51.4241582 7.3949422 51.4240803 7.3939493 51.4237921 7.3934646 51.4236373 7.3929946 51.4234657 7.3929366 51.4234434 7.39219 51.4231954 7.3915474 51.4229936 7.3909488 51.4227928 7.3910784 51.422604 7.3911261 51.4225927 7.3915632 51.4219659 7.3908957 51.4218351 7.3900538 51.4216102 7.3899605 51.4215765 7.3898355 51.4215009 7.3897059 51.4214284 7.3895622 51.421362 7.3894113 51.4213316 7.389277 51.4212895 7.3889922 51.4212025 7.3888405 51.4211532 7.3887232 51.4210992 7.3884933 51.4210047 7.3884602 51.4209949 7.38843 51.4209915 7.3883199 51.4209982 7.3882665 51.4209956 7.3882362 51.4209969 7.3882052 51.4210017 7.3881432 51.4210238 7.3880891 51.4210436 7.3880358 51.4210519 7.3879589 51.4210517 7.3878906 51.4210531 7.3877604 51.4210565 7.3876367 51.4210666 7.3875282 51.4210849 7.3874501 51.4210984 7.3873709 51.4211072 7.3873079 51.4211025 7.3872647 51.4210903 7.387111 51.4210773 7.3870725 51.4210737 7.3870372 51.4210764 7.3870117 51.4210822 7.3869518 51.4211036 7.3868864 51.4211323 7.3868083 51.421158 7.3867209 51.4211773 7.3866764 51.4211871 7.3866366 51.4212008 7.3865777 51.4212375 7.3865149 51.4212702 7.3864768 51.421295 7.3864455 51.4213229 7.3863224 51.4214667 7.386246 51.4215441 7.3862202 51.4215551 7.3861947 51.4215619 7.3861697 51.421566 7.3861465 51.421567 7.3860463 51.4215494
g path
e 361209878 2915060736 36.691
f 7.3324798 51.4338169 7.3324507 51.4337838 7.3324202 51.4337519 7.3324045 51.4337346 7.3323834 51.4337114 7.3323625 51.4336912
g
e 361209878 361209887 26.387
f 7.3324798 51.4338169 7.332514 51.433814 7.3325485 51.4338151 7.3325967 51.4338237 7.3326214 51.4338317 7.3326504 51.4338456 7.3326759 51.4338637 7.3326938 51.4338807 7.3327073 51.4339076 7.3327133 51.4339378
g
e 361209878 880343894 21.095000000000002
f 7.3324798 51.4338169 7.3324449 51.4338241 7.332417 51.4338336 7.3323983 51.4338424 7.3323764 51.4338563 7.3323575 51.4338732 7.3323458 51.4338882 7.3323371 51.433899 7.3323325 51.4339098 7.3323269 51.4339341
g
e 361209887 1628694674 33.830999999999996
f 7.3327079 51.4339573 7.3327534 51.4339681 7.3328114 51.4339785 7.3329096 51.4340002 7.3331045 51.4340442
g
e 361209887 880343894 35.196999999999996
f 7.3327079 51.4339573 7.3327001 51.4339707 7.3326873 51.4339886 7.3326684 51.4340061 7.3326447 51.4340213 7.3326249 51.4340337 7.3326055 51.4340398 7.3325546 51.4340479 7.3325205 51.4340497 7.3324858 51.4340476 7.3324703 51.4340453 7.3324424 51.4340389 7.3324138 51.4340287 7.3323962 51.4340201 7.3323787 51.4340091 7.3323615 51.4339947 7.3323486 51.4339796
g
e 361218921 1770792703 320.091
f 7.407771 51.3008523 7.4075874 51.3008895 7.4074812 51.3008832 7.4073657 51.3008459 7.407176 51.300728 7.4069679 51.3005643 7.4069176 51.3005002 7.4068728 51.3004146 7.406855 51.3003264 7.4068221 51.3002077 7.4067748 51.300138 7.4066999 51.3000956 7.4066074 51.3000707 7.4064537 51.3000869 7.4063195 51.300164 7.4057212 51.3005974 7.4056192 51.3006489 7.4055552 51.3006757 7.4054532 51.300717 7.4052036 51.3008235 7.4051061 51.3008247 7.405081 51.3005444 7.4050458 51.3004632
g compacted track track
e 361218921 747934684 1014.3759999999997
f 7.407771 51.3008523 7.4081286 51.300985 7.4086519 51.3011298 7.4092293 51.30131 7.4094771 51.3013695 7.4097046 51.3013954 7.4100476 51.301464 7.410174 51.3015018 7.410189 51.3015635 7.4102066 51.3016509 7.4104608 51.3016561 7.4106653 51.3016799 7.4108238 51.3016883 7.4109768 51.3017342 7.4112419 51.3018754 7.4114279 51.3019648 7.4117603 51.3020924 7.4120273 51.3022111 7.4122014 51.3023155 7.4123302 51.3024234 7.4125916 51.3026737 7.4127424 51.3027349 7.4130379 51.3028198 7.4133399 51.3029446 7.4136222 51.3030834 7.4138136 51.303213 7.4139938 51.30346 7.4141307 51.3036273 7.4143532 51.3038841 7.4146621 51.3040672 7.4146988 51.3041873 7.4148309 51.3042639 7.4150267 51.3043085 7.4151839 51.304398 7.4152947 51.3044829 7.4155751 51.3046503 7.4158726 51.3048333 7.416056 51.3049327 7.4162356 51.3050429 7.4163934 51.3050727 7.416805 51.3051312 7.4170455 51.3052057 7.4173224 51.3052678 7.4176835 51.3053498 7.4178921 51.3054348 7.4182931 51.3056017 7.4186045 51.3057338 7.418945 51.3058432 7.4190712 51.3058839
g track path track
e 363887104 363887210 87.207
f 7.2951801 51.4015387 7.2953454 51.4014614 7.2954906 51.4013281 7.29556 51.4012012 7.2956436 51.4011362 7.2957676 51.4010394 7.2958211 51.400997 7.2958673 51.4009992
g compacted track unclassified track
e 363887104 363887378 958.4560000000001
f 7.2951801 51.4015387 7.2953258 51.4015978 7.2957274 51.4016259 7.2963733 51.4017732 7.2974927 51.4021803 7.2982786 51.4025094 7.2986582 51.4027016 7.3012604 51.4038615 7.3018178 51.4040718 7.3025502 51.4042831 7.3029347 51.4045972 7.3045094 51.405258 7.3047004 51.4054014 7.3054571 51.4058491
g track track
e 363887210 363887288 774.2369999999999
f 7.2959791 51.400993 7.2963339 51.401111 7.296832 51.4012342 7.2970847 51.4013252 7.2979755 51.4015818 7.2994234 51.401974 7.3019072 51.402843 7.3031761 51.4033275 7.3052829 51.403979
g track track
e 363887288 363887378 265.466
f 7.3058769 51.4041918 7.3059034 51.4046197 7.3059155 51.4048574 7.3059429 51.4049854 7.3063514 51.4054221 7.3067014 51.405719 7.3069415 51.4060521 7.3069197 51.4061655 7.3068623 51.4062118 7.3066975 51.4062388
g track track
e 363887639 363893898 598.577
f 7.3006492 51.4078381 7.3006164 51.4076847 7.2998972 51.4070288 7.2994784 51.4066654 7.2992775 51.4064479 7.299376 51.4064964 7.3002278 51.4067663 7.3006448 51.4068642 7.301658 51.407204 7.303905 51.407958
g compacted track track
e 363916811 2524143988 6.486
f
g
e 363916811 1308864105 893.3899999999999
f 7.4273442 51.4121162 7.4271532 51.4121722 7.4268036 51.4123376 7.4264202 51.4125942 7.4265437 51.4126454 7.426683 51.4127031 7.4265718 51.4133202 7.4265518 51.4136385 7.4265304 51.4137683 7.4265209 51.4137933 7.4263924 51.4141325 7.4262375 51.4144334 7.426157 51.4146948 7.4260971 51.4150154 7.426089 51.4150587 7.4259939 51.4152885 7.4258186 51.4157223 7.4257033 51.4158786 7.4256856 51.4159173 7.4252517 51.4167705 7.4251403 51.4169445 7.425033 51.4170591 7.4249047 51.417169 7.424758 51.4172634 7.4245614 51.4173678 7.4241542 51.4175276 7.4241016 51.4174708 7.4240246 51.4173922 7.4238494 51.4172742 7.4236113 51.4171541 7.4233276 51.4170493 7.4230263 51.4169641 7.4227847 51.4169116 7.4224694 51.4168767 7.4222138 51.416862 7.4218547 51.4168617 7.4216617 51.4168701
g unclassified secondary
e 364496712 2070286970 228.77400000000003
f 7.1336761 51.3725175 7.1337944 51.3725599 7.1338701 51.3725996 7.1339304 51.3726313 7.1339998 51.3726652 7.1340362 51.3726907 7.1340737 51.3727141 7.134265 51.3728468 7.1343719 51.3729034 7.134583 51.37298 7.1347468 51.3730247 7.1348602 51.3730439 7.1350383 51.3730674 7.1352223 51.3730856 7.1353183 51.3730923 7.1354367 51.3730963 7.1356756 51.3730758 7.1360933 51.3730401 7.1362298 51.3730406 7.1362697 51.3730371 7.1363427 51.3730173 7.136436 51.3729803
g footway
e 364496712 11009463365 217.48199999999997
f 7.1336761 51.3725175 7.1335706 51.3725817 7.1333867 51.37273 7.1332893 51.3728028 7.1332132 51.3728496 7.1330997 51.3729082 7.1327066 51.3730771 7.1324985 51.373168 7.1322608 51.3732774 7.1321363 51.3733205 7.1320216 51.3733409 7.1318641 51.3733468 7.1315074 51.3733503 7.1310695 51.3733565
g path
e 364496712 2266007003 768.722
f 7.1336761 51.3725175 7.1336127 51.3725079 7.1335696 51.3725071 7.1335338 51.3725118 7.1335135 51.3724337 7.1334177 51.3723765 7.1333594 51.3723331 7.1333312 51.3723087 7.1332446 51.3721873 7.1332145 51.3721229 7.1332055 51.3720786 7.1332317 51.3720454 7.1332959 51.3720008 7.1333771 51.3719501 7.133438 51.3719159 7.1335075 51.3718834 7.1335881 51.3718351 7.1336883 51.3717896 7.133855 51.3717227 7.1339561 51.3716625 7.1340405 51.3715686 7.1340867 51.3715127 7.1341199 51.3714707 7.1341993 51.3714124 7.1342204 51.3713754 7.1342897 51.3713151 7.1343279 51.3712436 7.1344495 51.3711213 7.1344736 51.3710634 7.134498 51.3709922 7.1345459 51.370923 7.1345653 51.3708841 7.1345665 51.3708371 7.1345275 51.3707365 7.1345106 51.370715 7.134493 51.3706225 7.1344765 51.3705433 7.1344623 51.3704652 7.1344626 51.3704174 7.1344725 51.3703424 7.1344629 51.3702607 7.1344411 51.3702034 7.134393 51.3701124 7.1343446 51.3700317 7.1342515 51.3699144 7.1341963 51.3698309 7.1341493 51.3697598 7.1341078 51.3696735 7.1340752 51.3695973 7.1340473 51.369527 7.1340276 51.369466 7.1340058 51.3694108 7.1339777 51.3693391 7.1339136 51.3691997 7.1338686 51.3690776 7.133835 51.3689871 7.1338089 51.368919 7.133783 51.368863 7.1337434 51.368765 7.1337261 51.3687047 7.1336822 51.3686747 7.1336558 51.3686436 7.133646 51.3685993 7.1336585 51.3685686 7.1336251 51.3684922 7.1335781 51.3683911 7.1335335 51.3683059 7.1334897 51.3682306 7.1334192 51.3681269 7.1333481 51.3680181 7.1332945 51.3679495 7.133242 51.3678819 7.1331787 51.3678045 7.1331035 51.3677278 7.1330272 51.3676581 7.1329526 51.3675828 7.1328931 51.3675206 7.1328491 51.3674823 7.1327974 51.3674477 7.1327246 51.3674259 7.1325764 51.3673809 7.132347 51.3673255 7.1321527 51.3672878 7.1320224 51.367266 7.1319247 51.3672541 7.1317403 51.3672443 7.1316355 51.3672491 7.1315274 51.3672432 7.1314151 51.3672106 7.131327 51.3671784 7.1311111 51.3670953
g path
e 364642242 603688159 288.87
f 7.147343 51.3514449 7.1476419 51.3513931 7.1481508 51.3513383 7.1491137 51.3513517 7.1502522 51.3513655 7.1505947 51.3513697 7.1512555 51.3513882
g unclassified
e 364642242 7366245801 37.652
f 7.147343 51.3514449 7.1470713 51.3514961
g unclassified
e 364643217 4756668935 12.777
f
g compacted track track
e 364643217 603688159 484.40500000000003
f 7.156676 51.3540565 7.1564607 51.3539633 7.1557099 51.3537567 7.1548803 51.3535391 7.1544072 51.3533885 7.1541376 51.3532717 7.1537502 51.3531066 7.1534575 51.3529644 7.1525955 51.3525305 7.1522427 51.3522065 7.1518104 51.3518037
g track track
e 364643978 7500411577 521.644
f 7.1640296 51.3578316 7.1638201 51.3578032 7.1635516 51.3578957 7.163354 51.3579502 7.1629952 51.3580526 7.1627336 51.3580653 7.1622615 51.3580385 7.1619542 51.3579144 7.1615697 51.3576923 7.1611281 51.3574875 7.160696 51.3573016 7.1602257 51.3570678 7.1600097 51.3569537 7.1607594 51.3570497 7.1620958 51.3570565 7.1622289 51.3570482 7.1623353 51.3569776 7.1623653 51.3569048
g track track
e 364788393 382601165 15.945
f
g path
e 365950454 6421400897 5.168
f
g
e 365950454 3106538185 20.724
f 7.4569243 51.5126956 7.4570089 51.5127739
g
e 366139076 3946952059 58.942
f 7.3818367 51.5717248 7.3816337 51.5715955 7.3815796 51.5715638 7.3815152 51.5715663 7.3814897 51.5715524 7.3814052 51.5715064
g footway
e 366347781 1144483361 195.218
f 7.5017491 51.4779545 7.5014249 51.478235 7.501304 51.4783692 7.5013154 51.4787277 7.5013036 51.4789109 7.5012804 51.4790828 7.5012178 51.4793089 7.5011432 51.4795291
g
e 366347781 693720717 1445.7609999999997
f 7.5017491 51.4779545 7.5016465 51.4779283 7.5014982 51.4778717 7.5012693 51.4777844 7.5008296 51.4776417 7.4995065 51.4772132 7.4992829 51.4771075 7.4990941 51.4769683 7.4988604 51.4767248 7.4987908 51.4766522 7.4986525 51.4762877 7.4986242 51.476049 7.4986556 51.4759233 7.4987005 51.4757439 7.4988603 51.4755342 7.4991492 51.4752726 7.4993334 51.4750788 7.4994721 51.4748733 7.4995205 51.4746957 7.4995585 51.4745286 7.4995079 51.4742858 7.4994832 51.4741975 7.4994335 51.4740796 7.4993594 51.4739608 7.4993004 51.4738826 7.4992412 51.4738431 7.4991515 51.4737833 7.498896 51.4736058 7.4984868 51.4733794 7.4981107 51.4731818 7.497935 51.4730701 7.4977953 51.4729472 7.4976009 51.4727209 7.4975076 51.4725028 7.4974351 51.4722204 7.497467 51.4719839 7.4975824 51.4717552 7.497722 51.4715598 7.4978221 51.4714475 7.4978769 51.471394 7.4978927 51.471339 7.497891 51.4712856 7.4979255 51.4712369 7.4982054 51.4710435 7.4983223 51.4709638 7.4984744 51.4708626 7.4986629 51.4707352 7.4988564 51.4705845 7.4990394 51.4704333 7.4990647 51.4703707 7.4992521 51.4703682 7.4994237 51.4703227 7.4995594 51.4702867 7.4995083 51.4701777 7.4994863 51.47008 7.4994571 51.470035 7.4994426 51.4700098 7.4994599 51.4699768 7.4995458 51.4698063 7.4995829 51.469719 7.4995957 51.4696459 7.4995846 51.4695765 7.499582 51.4695352 7.4995873 51.4695036 7.4996144 51.469477 7.4996429 51.4694526 7.4996729 51.4694219 7.499688 51.4693896 7.4997675 51.4691491 7.4998631 51.4688015 7.4999712 51.4686491 7.4999774 51.4685246 7.4999756 51.4681402 7.4999755 51.4681251 7.4999431 51.4679418 7.4998723 51.4677569 7.4997965 51.4677048 7.4996968 51.4676611 7.4995178 51.4676091 7.4993256 51.4675967 7.4992391 51.4675918
g compacted path
e 366347781 3306752905 465.463
f 7.5017491 51.4779545 7.5023058 51.4782281 7.5037907 51.4789978 7.5042662 51.4793098 7.5043253 51.4794044 7.5046171 51.4796015 7.5050548 51.4798736 7.505356 51.4800157 7.5056079 51.480098 7.5060094 51.4802294 7.5059747 51.4802667 7.5058128 51.4804036 7.5057657 51.4804477 7.5055833 51.4805839 7.5054947 51.4806384 7.5053906 51.480666 7.5053964 51.4806754 7.5054048 51.4806975 7.5054147 51.4807232
g cycleway pebblestone path footway
e 366988808 5210995908 714.4330000000002
f 7.1930598 51.4508523 7.1929532 51.4508382 7.192934 51.4508357 7.1928493 51.4508245 7.1916345 51.4506638 7.1915357 51.4506063 7.1916273 51.4505177 7.1920002 51.4494604 7.1920229 51.449372 7.1921565 51.4489919 7.1921943 51.4489127 7.1922336 51.4488362 7.1922772 51.4487465 7.1923158 51.4486767 7.1923477 51.4486293 7.1923751 51.4485938 7.1924335 51.4485357 7.1925312 51.4484235 7.1926031 51.4483232 7.1927481 51.448097 7.1929876 51.4484936 7.1930179 51.4485274 7.1930715 51.4485639 7.1931633 51.4486018 7.1933857 51.4486621 7.193459 51.4484334 7.1934915 51.4482988 7.1935193 51.448207 7.1935808 51.4480234 7.1936461 51.447843 7.1936718 51.4477536 7.1936942 51.447647 7.1936987 51.4475506 7.193689 51.4474052 7.1936671 51.4472668 7.193618 51.4470391 7.1936058 51.4470205 7.1940365 51.4469596 7.1941607 51.4469494
g compacted footway
e 367934406 654508905 1937.435
f 7.3159561 51.2924463 7.316106 51.2922809 7.3162936 51.2921485 7.3167898 51.291792 7.3170362 51.2916518 7.3185164 51.2911258 7.3188375 51.2909975 7.3189553 51.2909442 7.319069 51.2908834 7.3196371 51.2904847 7.3198726 51.2903086 7.3200558 51.2901734 7.3205092 51.289808 7.3206937 51.2898573 7.3207265 51.2897729 7.3207478 51.2897215 7.320778 51.2896497 7.3208909 51.2894183 7.3209817 51.2892586 7.3211781 51.288919 7.3213623 51.2886015 7.3215775 51.288223 7.3217142 51.2880084 7.321846 51.2877895 7.3220396 51.2874851 7.3222538 51.2871712 7.3223819 51.2869574 7.32249 51.2867492 7.3226021 51.2865075 7.3226253 51.2864587 7.3227233 51.286249 7.3230997 51.2863312 7.3235018 51.2864231 7.3237634 51.2864848 7.3241588 51.2865828 7.3250826 51.2868114 7.3258031 51.2869865 7.3260341 51.2870416 7.326492 51.2871533 7.3268949 51.2872572 7.3274241 51.2874506 7.327918 51.2876105 7.3288823 51.2878292 7.329123 51.2878801 7.3292743 51.2878982 7.3294672 51.2878951 7.3295506 51.2878804 7.3296011 51.2878715 7.3297859 51.2878229 7.3299512 51.2877412 7.3300762 51.2876762 7.3301447 51.2876252 7.3301835 51.2875963 7.3302814 51.2874938 7.330351 51.2874093 7.330409 51.287296 7.3304515 51.2871799 7.3304526 51.2870844 7.3304067 51.2869147 7.3302912 51.2867351 7.3295823 51.2861472 7.3294364 51.2860041 7.3293321 51.2858873 7.3292799 51.2857621 7.3293177 51.2856653 7.3294245 51.2855778 7.329531 51.2855237 7.3296331 51.2854905 7.3297489 51.2854724 7.3298853 51.285463 7.3300097 51.2854869 7.3301549 51.2855587 7.3303587 51.2857157 7.3306816 51.2859401 7.3311366 51.2861681
g footway
e 367934406 367934708 13.221
f 7.3159561 51.2924463 7.3159086 51.2924447 7.315864 51.292455 7.3158295 51.2924754
g
e 367934406 367934691 18.718
f 7.3159561 51.2924463 7.3159966 51.2924585 7.3160268 51.2924792 7.3160425 51.2925055 7.3160413 51.2925335 7.3160235 51.2925592
g
e 367934691 8826049114 1468.807
